date,open,high,low,close,adj_close,volume
2021-03-31,3525.560059,3542.000000,3510.399902,3541.719971,3541.719971,0
2021-04-01,3556.280029,3576.790039,3526.219971,3527.540039,3527.540039,0
2021-04-02,null,null,null,null,null,null
2021-04-05,3555.239990,3555.830078,3516.219971,3524.929932,3524.929932,0
2021-04-06,3536.260010,3541.040039,3484.840088,3493.889893,3493.889893,0
2021-04-07,3484.219971,3518.129883,3460.389893,3500.340088,3500.340088,0
2021-04-08,3513.209961,3528.389893,3495.340088,3507.830078,3507.830078,0
2021-04-09,3510.199951,3511.270020,3480.850098,3486.030029,3486.030029,0
2021-04-12,3476.510010,3541.699951,3472.370117,3522.649902,3522.649902,0
2021-04-13,3533.300049,3542.629883,3511.229980,3526.300049,3526.300049,0
2021-04-14,3567.530029,3576.889893,3546.860107,3576.889893,3576.889893,0
2021-04-15,3532.129883,3578.770020,3527.500000,3568.510010,3568.510010,0
2021-04-16,3578.010010,3598.439941,3564.969971,3598.439941,3598.439941,0
2021-04-19,3598.469971,3605.489990,3565.389893,3574.080078,3574.080078,0
2021-04-20,3581.370117,3596.189941,3536.409912,3552.409912,3552.409912,0
2021-04-21,3554.830078,3572.629883,3545.149902,3561.719971,3561.719971,0
2021-04-22,3576.689941,3607.750000,3557.879883,3600.350098,3600.350098,0
2021-04-23,3598.760010,3600.179932,3579.250000,3597.169922,3597.169922,0
2021-04-26,3603.129883,3613.370117,3589.270020,3610.979980,3610.979980,0
2021-04-27,3615.570068,3627.909912,3586.389893,3600.600098,3600.600098,0
2021-04-28,3608.889893,3613.110107,3558.239990,3578.120117,3578.120117,0
2021-04-29,3609.379883,3616.949951,3565.580078,3571.050049,3571.050049,0
2021-04-30,3574.030029,3584.639893,3536.530029,3544.000000,3544.000000,0
2021-05-04,3557.620117,3594.689941,3556.080078,3577.209961,3577.209961,0
2021-05-05,3602.169922,3644.149902,3600.879883,3643.560059,3643.560059,0
2021-05-06,3636.709961,3661.280029,3634.449951,3658.270020,3658.270020,0
2021-05-07,3678.189941,3688.810059,3667.770020,3682.689941,3682.689941,0
2021-05-10,3684.179932,3713.489990,3675.129883,3694.780029,3694.780029,0
2021-05-11,3644.290039,3658.810059,3625.969971,3652.050049,3652.050049,0
2021-05-12,3659.629883,3674.350098,3643.219971,3654.139893,3654.139893,0
2021-05-13,3634.179932,3647.270020,3600.800049,3637.379883,3637.379883,0
2021-05-14,3654.729980,3659.340088,3623.719971,3637.600098,3637.600098,0
2021-05-17,3645.129883,3658.780029,3618.750000,3639.610107,3639.610107,0
2021-05-18,3670.159912,3700.189941,3670.100098,3687.959961,3687.959961,0
2021-05-19,3693.820068,3693.820068,3619.540039,3634.760010,3634.760010,0
2021-05-20,3650.070068,3658.270020,3603.399902,3636.159912,3636.159912,0
2021-05-21,3637.500000,3667.870117,3620.600098,3660.479980,3660.479980,0
2021-05-24,3665.959961,3674.770020,3651.090088,3662.510010,3662.510010,0
2021-05-25,3682.419922,3693.389893,3672.270020,3686.760010,3686.760010,0
2021-05-26,3695.290039,3717.330078,3694.129883,3711.050049,3711.050049,0
2021-05-27,3708.770020,3738.679932,3694.590088,3738.679932,3738.679932,0
2021-05-28,3750.459961,3752.800049,3724.520020,3730.550049,3730.550049,0
2021-05-31,3713.989990,3731.270020,3713.989990,3721.629883,3721.629883,0
2021-06-01,3739.570068,3784.590088,3739.570068,3764.590088,3764.590088,0
2021-06-02,3771.320068,3817.679932,3769.469971,3817.679932,3817.679932,0
2021-06-03,3833.770020,3837.729980,3777.979980,3805.449951,3805.449951,0
2021-06-04,3805.939941,3816.239990,3766.620117,3807.429932,3807.429932,0
2021-06-07,3807.959961,3827.659912,3793.959961,3822.209961,3822.209961,0
2021-06-08,3819.520020,3833.169922,3799.070068,3807.429932,3807.429932,0
2021-06-09,3821.800049,3843.409912,3805.820068,3843.280029,3843.280029,0
2021-06-10,3835.209961,3847.889893,3822.010010,3827.709961,3827.709961,0
2021-06-11,3838.979980,3849.320068,3828.620117,3841.530029,3841.530029,0
2021-06-14,3845.810059,3862.389893,3842.750000,3860.179932,3860.179932,0
2021-06-15,3864.360107,3865.199951,3819.639893,3822.399902,3822.399902,0
2021-06-16,3821.449951,3836.909912,3803.540039,3829.669922,3829.669922,0
2021-06-17,3807.320068,3832.610107,3801.979980,3819.070068,3819.070068,0
2021-06-18,3809.989990,3813.500000,3775.820068,3802.949951,3802.949951,0
2021-06-21,3797.229980,3816.850098,3785.489990,3813.449951,3813.449951,0
2021-06-22,3831.610107,3835.860107,3809.709961,3821.679932,3821.679932,0
2021-06-23,3836.120117,3847.219971,3820.500000,3837.149902,3837.149902,0
2021-06-24,3833.729980,3839.639893,3800.500000,3823.439941,3823.439941,0
2021-06-25,3818.969971,3833.320068,3805.699951,3831.840088,3831.840088,0
2021-06-28,3833.719971,3852.830078,3822.810059,3825.570068,3825.570068,0
2021-06-29,3817.719971,3821.590088,3768.239990,3790.850098,3790.850098,0
2021-06-30,3799.419922,3847.300049,3779.280029,3841.850098,3841.850098,0
2021-07-01,3843.280029,3879.500000,3843.159912,3858.320068,3858.320068,0
2021-07-02,3853.810059,3877.229980,3843.899902,3865.419922,3865.419922,0
2021-07-05,3874.810059,3882.590088,3863.090088,3882.590088,3882.590088,0
2021-07-06,3896.820068,3915.000000,3878.389893,3884.300049,3884.300049,0
2021-07-07,3881.879883,3912.389893,3879.719971,3895.100098,3895.100098,0
2021-07-08,3882.149902,3883.469971,3839.399902,3861.080078,3861.080078,0
2021-07-09,3865.620117,3874.959961,3850.570068,3855.310059,3855.310059,0
2021-07-12,3864.260010,3882.600098,3848.449951,3875.610107,3875.610107,0
2021-07-13,3888.320068,3891.540039,3852.540039,3877.030029,3877.030029,0
2021-07-14,3851.159912,3862.729980,3829.590088,3832.850098,3832.850098,0
2021-07-15,3826.449951,3832.500000,3789.310059,3799.969971,3799.969971,0
2021-07-16,3795.030029,3812.489990,3756.010010,3770.149902,3770.149902,0
2021-07-19,3743.969971,3744.270020,3679.790039,3693.419922,3693.419922,0
2021-07-20,3707.229980,3719.090088,3679.439941,3704.399902,3704.399902,0
2021-07-21,3718.919922,3738.330078,3701.949951,3722.959961,3722.959961,0
2021-07-22,3746.350098,3758.580078,3724.290039,3754.439941,3754.439941,0
2021-07-23,3760.330078,3767.399902,3724.739990,3734.540039,3734.540039,0
2021-07-26,3724.199951,3755.520020,3710.139893,3750.100098,3750.100098,0
2021-07-27,3756.790039,3762.889893,3733.100098,3733.100098,3733.100098,0
2021-07-28,3747.250000,3782.280029,3733.100098,3782.280029,3782.280029,0
2021-07-29,3794.399902,3806.830078,3782.280029,3804.330078,3804.330078,0
2021-07-30,3789.330078,3804.330078,3759.830078,3771.580078,3771.580078,0
2021-08-02,3791.219971,3801.239990,3771.580078,3788.100098,3788.100098,0
2021-08-03,3782.409912,3797.300049,3771.800049,3793.689941,3793.689941,0
2021-08-04,3808.439941,3814.629883,3793.689941,3810.620117,3810.620117,0
2021-08-05,3803.909912,3833.810059,3801.159912,3833.750000,3833.750000,0
2021-08-06,3836.489990,3837.350098,3802.439941,3805.360107,3805.360107,0
2021-08-09,3795.479980,3839.719971,3790.629883,3835.110107,3835.110107,0
2021-08-10,3847.120117,3867.090088,3835.110107,3862.320068,3862.320068,0
2021-08-11,3875.229980,3886.780029,3856.610107,3877.370117,3877.370117,0
2021-08-12,3879.010010,3897.919922,3877.229980,3888.860107,3888.860107,0
2021-08-13,3873.000000,3873.000000,3873.000000,3873.000000,3873.000000,0
2021-08-16,3862.320068,3896.959961,3855.620117,3895.310059,3895.310059,0
2021-08-17,3893.850098,3944.370117,3893.439941,3943.010010,3943.010010,0
2021-08-18,3948.429932,3949.070068,3912.239990,3925.169922,3925.169922,0
2021-08-19,3883.199951,3925.169922,3841.149902,3853.979980,3853.979980,0
2021-08-20,3868.790039,3871.429932,3826.270020,3832.699951,3832.699951,0
2021-08-23,3861.989990,3884.510010,3832.699951,3883.010010,3883.010010,0
2021-08-24,3897.560059,3904.989990,3864.370117,3888.870117,3888.870117,0
2021-08-25,3891.800049,3895.620117,3868.639893,3886.639893,3886.639893,0
2021-08-26,3876.989990,3886.639893,3838.629883,3851.570068,3851.570068,0
2021-08-27,3864.110107,3887.379883,3844.489990,3887.379883,3887.379883,0
2021-08-30,3900.959961,3928.500000,3887.379883,3928.500000,3928.500000,0
2021-08-31,3934.100098,3938.679932,3904.719971,3918.959961,3918.959961,0
2021-09-01,3924.320068,3972.679932,3918.959961,3971.020020,3971.020020,0
2021-09-02,3983.679932,3994.770020,3968.060059,3990.770020,3990.770020,0
2021-09-03,3976.620117,4001.699951,3964.219971,4001.699951,4001.699951,0
2021-09-06,4004.610107,4028.250000,4001.699951,4028.250000,4028.250000,0
2021-09-07,4036.409912,4043.510010,4004.899902,4010.159912,4010.159912,0
2021-09-08,4015.350098,4030.719971,3984.639893,4017.370117,4017.370117,0
2021-09-09,4007.820068,4009.659912,3982.600098,3993.560059,3993.560059,0
2021-09-10,3993.530029,4008.560059,3987.530029,4002.659912,4002.659912,0
2021-09-13,4012.969971,4041.830078,4001.629883,4041.159912,4041.159912,0
2021-09-14,4051.810059,4061.989990,4037.229980,4055.699951,4055.699951,0
2021-09-15,4059.080078,4081.979980,4049.689941,4065.530029,4065.530029,0
2021-09-16,4069.189941,4073.719971,4028.080078,4045.100098,4045.100098,0
2021-09-17,4043.510010,4054.379883,4013.620117,4035.169922,4035.169922,0
2021-09-20,3988.449951,3991.389893,3955.189941,3969.610107,3969.610107,0
2021-09-21,3980.020020,3994.560059,3962.050049,3970.479980,3970.479980,0
2021-09-22,4001.790039,4032.379883,3999.820068,4030.979980,4030.979980,0
2021-09-23,4051.360107,4058.149902,4020.500000,4052.139893,4052.139893,0
2021-09-24,4055.370117,4057.090088,4017.199951,4038.229980,4038.229980,0
2021-09-27,4069.550049,4083.610107,4061.709961,4081.219971,4081.219971,0
2021-09-28,4109.660156,4112.310059,4050.949951,4065.459961,4065.459961,0
2021-09-29,4045.159912,4076.610107,4038.060059,4058.370117,4058.370117,0
2021-09-30,4079.459961,4106.720215,4064.500000,4103.520020,4103.520020,0
2021-10-01,4078.590088,4104.779785,4065.399902,4086.989990,4086.989990,0
2021-10-04,4106.890137,4131.390137,4100.850098,4112.720215,4112.720215,0
2021-10-05,4129.529785,4225.160156,4129.529785,4223.850098,4223.850098,0
2021-10-06,4263.870117,4267.290039,4163.620117,4171.709961,4171.709961,0
2021-10-07,4222.779785,4239.140137,4179.390137,4228.020020,4228.020020,0
2021-10-08,4233.580078,4254.359863,4216.720215,4238.000000,4238.000000,0
2021-10-11,4259.379883,4284.529785,4247.200195,4279.870117,4279.870117,0
2021-10-12,4259.029785,4275.600098,4250.029785,4263.799805,4263.799805,0
2021-10-13,4260.439941,4260.439941,4189.910156,4243.919922,4243.919922,0
2021-10-14,4280.759766,4292.680176,4259.129883,4259.129883,4259.129883,0
2021-10-15,4278.509766,4282.149902,4247.790039,4261.819824,4261.819824,0
2021-10-18,4254.910156,4257.830078,4225.419922,4248.330078,4248.330078,0
2021-10-19,4256.240234,4279.200195,4235.810059,4276.259766,4276.259766,0
2021-10-20,4284.910156,4290.990234,4258.140137,4287.520020,4287.520020,0
2021-10-21,4276.939941,4282.459961,4214.819824,4218.629883,4218.629883,0
2021-10-22,4218.500000,4246.220215,4196.959961,4196.959961,4196.959961,0
2021-10-25,4216.430176,4254.979980,4184.740234,4254.979980,4254.979980,0
2021-10-26,4254.589844,4259.830078,4233.799805,4235.870117,4235.870117,0
2021-10-27,4216.759766,4234.990234,4190.680176,4229.529785,4229.529785,0
2021-10-28,4210.779785,4220.229980,4157.390137,4189.660156,4189.660156,0
2021-10-29,4186.350098,4186.700195,4116.290039,4150.000000,4150.000000,0
2021-11-01,4155.240234,4224.509766,4155.240234,4221.490234,4221.490234,0
2021-11-02,4235.890137,4245.319824,4196.750000,4207.529785,4207.529785,0
2021-11-03,4192.140137,4192.140137,4158.169922,4184.870117,4184.870117,0
2021-11-05,4179.029785,4181.870117,4159.919922,4174.759766,4174.759766,0
2021-11-08,4203.649902,4220.879883,4188.589844,4218.270020,4218.270020,0
2021-11-09,4207.589844,4225.819824,4181.750000,4187.330078,4187.330078,0
2021-11-10,4192.620117,4196.220215,4151.600098,4172.470215,4172.470215,0
2021-11-11,4141.620117,4189.350098,4126.520020,4189.350098,4189.350098,0
2021-11-12,4181.700195,4181.700195,4089.320068,4121.660156,4121.660156,0
2021-11-15,4121.500000,4162.020020,4111.040039,4135.140137,4135.140137,0
2021-11-16,4147.689941,4158.310059,4094.149902,4120.020020,4120.020020,0
2021-11-17,4120.229980,4149.020020,4101.959961,4149.020020,4149.020020,0
2021-11-18,4120.810059,4150.569824,4082.169922,4093.850098,4093.850098,0
2021-11-19,4121.740234,4127.000000,4000.260010,4016.469971,4016.469971,0
2021-11-22,4008.129883,4017.020020,3872.770020,3872.770020,3872.770020,0
2021-11-23,3832.330078,3974.760010,3776.610107,3960.330078,3960.330078,0
2021-11-24,4001.889893,4021.250000,3913.389893,3950.560059,3950.560059,0
2021-11-25,3964.250000,3990.949951,3932.550049,3947.820068,3947.820068,0
2021-11-26,3852.989990,3876.129883,3810.750000,3810.979980,3810.979980,0
2021-11-29,3872.189941,3928.520020,3846.120117,3879.540039,3879.540039,0
2021-11-30,3828.250000,3902.719971,3827.550049,3890.590088,3890.590088,0
2021-12-01,3907.169922,3962.219971,3900.159912,3959.290039,3959.290039,0
2021-12-02,3940.090088,3972.850098,3914.429932,3947.540039,3947.540039,0
2021-12-03,3967.879883,3977.159912,3905.379883,3913.060059,3913.060059,0
2021-12-06,3919.100098,3937.540039,3800.760010,3810.100098,3810.100098,0
2021-12-07,3860.830078,3880.840088,3810.030029,3873.199951,3873.199951,0
2021-12-08,3904.840088,3915.649902,3773.610107,3773.610107,3773.610107,0
2021-12-09,3801.669922,3847.760010,3780.300049,3813.290039,3813.290039,0
2021-12-10,3806.969971,3814.060059,3760.229980,3760.229980,3760.229980,0
2021-12-13,3790.100098,3793.879883,3613.879883,3618.310059,3618.310059,0
2021-12-14,3533.820068,3638.489990,3532.290039,3619.389893,3619.389893,0
2021-12-15,3653.159912,3666.530029,3608.600098,3621.820068,3621.820068,0
2021-12-16,3705.570068,3755.070068,3701.350098,3750.360107,3750.360107,0
2021-12-17,3725.040039,3739.590088,3696.500000,3723.270020,3723.270020,0
2021-12-20,3657.649902,3674.709961,3629.610107,3669.050049,3669.050049,0
2021-12-21,3705.330078,3713.679932,3670.159912,3693.020020,3693.020020,0
2021-12-22,3715.199951,3759.669922,3699.060059,3746.750000,3746.750000,0
2021-12-23,3745.520020,3751.370117,3691.040039,3704.600098,3704.600098,0
2021-12-24,3700.340088,3703.719971,3653.629883,3702.719971,3702.719971,0
2021-12-27,3711.770020,3742.120117,3709.189941,3740.629883,3740.629883,0
2021-12-28,3766.500000,3790.439941,3751.000000,3777.560059,3777.560059,0
2021-12-29,3756.540039,3770.090088,3727.350098,3741.070068,3741.070068,0
2021-12-30,3753.919922,3789.610107,3740.929932,3787.260010,3787.260010,0
2022-01-03,3825.300049,3866.149902,3823.500000,3852.500000,3852.500000,0
2022-01-04,3880.199951,3892.330078,3846.810059,3873.489990,3873.489990,0
2022-01-05,3857.899902,3875.250000,3805.060059,3815.050049,3815.050049,0
2022-01-06,3758.679932,3784.169922,3720.169922,3753.290039,3753.290039,0
2022-01-10,3798.429932,3806.840088,3726.729980,3738.679932,3738.679932,0
2022-01-11,3764.560059,3800.909912,3751.449951,3785.290039,3785.290039,0
2022-01-12,3797.310059,3841.719971,3783.919922,3829.949951,3829.949951,0
2022-01-13,3814.979980,3818.969971,3664.479980,3674.729980,3674.729980,0
2022-01-14,3703.899902,3723.620117,3512.030029,3596.979980,3596.979980,0
2022-01-17,3633.010010,3651.360107,3501.939941,3560.350098,3560.350098,0
2022-01-18,3527.770020,3534.560059,3297.120117,3328.939941,3328.939941,0
2022-01-19,3290.310059,3500.270020,3256.600098,3436.820068,3436.820068,0
2022-01-20,3519.020020,3533.610107,3403.739990,3516.020020,3516.020020,0
2022-01-21,3420.120117,3503.840088,3407.270020,3439.250000,3439.250000,0
2022-01-24,3426.189941,3426.469971,3158.459961,3235.280029,3235.280029,0
2022-01-25,3316.979980,3330.899902,3229.449951,3258.739990,3258.739990,0
2022-01-26,3341.709961,3412.149902,3276.060059,3357.659912,3357.659912,0
2022-01-27,3296.469971,3525.939941,3284.489990,3455.929932,3455.929932,0
2022-01-28,3508.570068,3534.399902,3446.010010,3488.600098,3488.600098,0
2022-01-31,3524.110107,3566.050049,3518.550049,3530.379883,3530.379883,0
2022-02-01,3564.550049,3584.709961,3531.350098,3548.169922,3548.169922,0
2022-02-02,3574.870117,3580.219971,3516.169922,3543.800049,3543.800049,0
2022-02-03,3498.760010,3519.229980,3446.649902,3471.179932,3471.179932,0
2022-02-04,3499.320068,3556.320068,3464.139893,3471.010010,3471.010010,0
2022-02-07,3511.389893,3521.260010,3437.929932,3470.780029,3470.780029,0
2022-02-08,3497.179932,3551.649902,3487.639893,3551.649902,3551.649902,0
2022-02-09,3593.000000,3638.929932,3580.449951,3638.929932,3638.929932,0
2022-02-10,3628.510010,3655.760010,3592.750000,3655.760010,3655.760010,0
2022-02-11,3579.689941,3596.739990,3514.120117,3546.620117,3546.620117,0
2022-02-14,3442.820068,3524.870117,3404.350098,3481.379883,3481.379883,0
2022-02-15,3532.000000,3614.149902,3514.979980,3600.290039,3600.290039,0
2022-02-16,3682.939941,3683.949951,3608.010010,3646.409912,3646.409912,0
2022-02-17,3588.270020,3595.120117,3498.199951,3511.080078,3511.080078,0
2022-02-18,3547.040039,3565.520020,3371.050049,3393.310059,3393.310059,0
2022-02-21,3458.729980,3460.419922,2910.489990,3036.879883,3036.879883,0
2022-02-22,2909.399902,3113.399902,2756.459961,3084.739990,3084.739990,0
2022-02-24,2735.879883,2740.310059,1681.550049,2058.120117,2058.120117,0
2022-02-25,2261.330078,2552.459961,2256.090088,2470.479980,2470.479980,0
2022-03-04,null,null,null,null,null,null
