bitcoin_close;bitcoin_open;bitcoin_max;bitcoin_min;bitcoin_volume;date
19,433.3;19,219.8;19,596.6;18,883.7;99.97K;03/12/2020
18,658.1;19,431.1;19,529.5;18,610.8;110.63K;04/12/2020
19,146.5;18,657.5;19,172.7;18,507.1;59.44K;05/12/2020
19,379.9;19,146.0;19,417.1;18,873.0;54.56K;06/12/2020
19,170.7;19,368.4;19,424.6;18,908.8;61.98K;07/12/2020
18,326.6;19,170.8;19,288.6;18,229.2;101.41K;08/12/2020
18,546.0;18,322.4;18,637.9;17,658.8;129.72K;09/12/2020
18,247.2;18,546.1;18,551.8;17,926.8;85.31K;10/12/2020
18,023.6;18,250.5;18,288.3;17,600.1;111.53K;11/12/2020
18,808.9;18,026.7;18,936.2;18,025.1;71.37K;12/12/2020
19,176.8;18,808.1;19,403.6;18,716.8;82.45K;13/12/2020
19,273.8;19,176.4;19,346.5;19,007.0;67.11K;14/12/2020
19,434.9;19,273.9;19,556.3;19,076.2;98.39K;15/12/2020
21,352.2;19,434.7;21,525.3;19,299.7;199.81K;16/12/2020
22,825.4;21,352.3;23,738.0;21,243.1;310.74K;17/12/2020
23,127.9;22,823.3;23,272.8;22,361.5;131.80K;18/12/2020
23,844.0;23,127.6;24,107.1;22,797.0;133.88K;19/12/2020
23,474.9;23,843.6;24,280.9;23,098.9;114.09K;20/12/2020
22,728.5;23,474.1;24,101.9;22,015.5;154.69K;21/12/2020
23,823.2;22,730.4;23,825.4;22,388.6;130.75K;22/12/2020
23,257.9;23,820.8;24,063.7;22,694.7;178.47K;23/12/2020
23,736.5;23,253.2;23,783.7;22,737.3;104.59K;24/12/2020
24,689.6;23,728.7;24,778.9;23,445.3;2.40K;25/12/2020
26,454.4;24,714.7;26,826.0;24,515.1;155.77K;26/12/2020
26,261.3;26,460.3;28,360.3;25,858.2;231.23K;27/12/2020
27,057.8;26,259.2;27,444.9;26,144.3;126.98K;28/12/2020
27,376.0;27,065.3;27,390.7;25,902.8;119.57K;29/12/2020
28,868.7;27,374.5;28,979.3;27,374.5;159.82K;30/12/2020
28,949.4;28,866.8;29,298.8;28,025.0;136.69K;31/12/2020
29,359.9;28,951.7;29,627.1;28,712.4;100.90K;01/01/2021
32,193.3;29,359.7;33,233.5;29,008.0;240.87K;02/01/2021
32,958.9;32,192.9;34,755.9;32,029.6;155.21K;03/01/2021
32,022.6;33,016.6;33,587.5;28,204.5;255.27K;04/01/2021
33,991.5;32,015.4;34,414.7;30,010.5;202.13K;05/01/2021
36,793.2;33,999.3;36,934.8;33,408.3;227.56K;06/01/2021
39,460.2;36,798.5;40,340.9;36,361.2;249.60K;07/01/2021
40,599.3;39,466.4;41,921.7;36,613.4;251.29K;08/01/2021
40,151.9;40,607.2;41,363.5;38,775.1;128.42K;09/01/2021
38,192.2;40,149.7;41,362.4;35,141.6;215.78K;10/01/2021
35,544.3;38,195.3;38,217.2;30,411.6;251.04K;11/01/2021
34,076.1;35,426.0;36,598.7;32,572.7;241.93K;12/01/2021
37,382.2;34,061.2;37,764.6;32,451.9;209.93K;13/01/2021
39,175.7;37,383.4;40,054.3;36,772.1;172.40K;14/01/2021
36,845.8;39,175.7;39,715.0;34,488.7;118.42K;15/01/2021
36,019.5;36,751.8;37,931.7;35,408.4;137.02K;16/01/2021
35,839.6;36,020.1;36,801.3;33,883.5;126.82K;17/01/2021
36,613.2;35,838.2;37,436.8;34,801.0;111.52K;18/01/2021
36,002.9;36,630.6;37,821.0;36,001.4;79.11K;19/01/2021
35,476.3;35,862.1;36,384.4;33,444.5;153.61K;20/01/2021
30,842.1;35,472.3;35,591.1;30,101.8;253.27K;21/01/2021
33,000.5;30,838.7;33,821.2;28,871.2;243.09K;22/01/2021
32,088.9;32,994.1;33,441.4;31,418.2;100.70K;23/01/2021
32,241.3;32,088.5;33,034.8;30,982.9;88.21K;24/01/2021
32,252.3;32,244.3;34,854.3;31,967.4;142.43K;25/01/2021
32,502.1;32,244.1;32,917.7;30,850.0;139.84K;26/01/2021
30,404.0;32,499.6;32,545.4;29,290.4;194.35K;27/01/2021
33,374.8;30,408.9;33,790.8;29,911.9;167.39K;28/01/2021
34,301.8;33,381.7;38,546.0;31,953.3;297.73K;29/01/2021
34,283.1;34,300.0;34,920.9;32,908.5;128.57K;30/01/2021
33,108.1;34,281.6;34,348.3;32,189.9;101.92K;31/01/2021
33,515.7;33,106.8;34,685.6;32,324.9;126.32K;01/02/2021
35,485.2;33,514.0;35,976.1;33,462.4;120.85K;02/02/2021
37,646.8;35,486.9;37,646.8;35,401.5;131.03K;03/02/2021
36,982.1;37,648.9;38,707.9;36,380.8;151.44K;04/02/2021
38,297.6;36,976.4;38,303.6;36,640.0;100.60K;05/02/2021
39,256.6;38,300.6;40,939.7;38,275.3;156.02K;06/02/2021
38,852.9;39,228.9;39,691.7;37,381.6;125.37K;07/02/2021
46,395.7;38,853.6;46,596.4;38,057.0;248.47K;08/02/2021
46,508.6;46,396.4;48,143.5;45,104.7;193.87K;09/02/2021
44,836.0;46,507.8;47,295.3;43,800.5;151.83K;10/02/2021
47,990.7;44,834.8;48,622.1;44,041.1;145.77K;11/02/2021
47,371.7;47,995.0;48,927.4;46,218.6;133.73K;12/02/2021
47,168.7;47,373.1;48,097.3;46,270.5;89.42K;13/02/2021
48,643.4;47,172.1;49,695.1;47,051.9;106.50K;14/02/2021
47,936.3;48,611.1;48,936.5;45,786.1;123.18K;15/02/2021
49,169.7;47,934.2;50,515.8;47,044.4;141.37K;16/02/2021
52,079.2;49,161.3;52,577.7;49,018.1;140.03K;17/02/2021
51,582.2;52,094.5;52,524.0;50,941.6;94.35K;18/02/2021
55,906.6;51,590.1;56,238.5;50,816.8;139.43K;19/02/2021
55,923.7;55,922.0;57,523.8;54,124.1;127.85K;20/02/2021
57,433.8;55,907.6;58,335.1;55,502.7;87.26K;21/02/2021
54,111.8;57,437.6;57,480.8;48,353.8;244.95K;22/02/2021
48,911.2;54,114.1;54,115.0;45,093.8;315.07K;23/02/2021
49,697.5;48,911.1;51,311.8;47,031.7;153.75K;24/02/2021
46,928.5;49,695.9;52,013.8;46,773.7;83.22K;25/02/2021
46,345.6;46,928.5;48,413.9;44,248.2;189.41K;26/02/2021
46,136.7;46,333.1;48,335.1;45,059.4;98.75K;27/02/2021
45,164.0;46,136.0;46,582.0;43,100.6;135.08K;28/02/2021
49,595.5;45,160.5;49,774.0;45,008.8;137.52K;01/03/2021
48,424.2;49,595.6;50,191.9;47,100.6;102.10K;02/03/2021
50,395.1;48,422.2;52,567.9;48,159.2;44.93K;03/03/2021
48,428.0;50,388.0;51,757.7;47,521.8;9.56K;04/03/2021
48,792.5;48,363.6;49,429.4;46,370.1;113.64K;05/03/2021
48,855.6;48,798.7;49,191.8;47,132.8;66.66K;06/03/2021
50,982.3;48,899.0;51,434.1;48,890.6;82.91K;07/03/2021
52,311.0;50,988.9;52,384.9;49,338.1;68.14K;08/03/2021
54,879.0;52,352.4;54,880.6;51,941.3;114.06K;09/03/2021
55,851.9;54,882.7;57,328.7;53,073.6;140.96K;10/03/2021
57,799.5;55,851.2;58,135.0;54,351.8;129.63K;11/03/2021
57,265.1;57,806.2;58,052.3;55,134.5;116.96K;12/03/2021
61,195.3;57,267.4;61,795.8;56,118.8;134.64K;13/03/2021
59,113.7;61,192.7;61,673.7;59,113.7;80.29K;14/03/2021
55,791.3;59,117.4;60,565.9;55,088.8;117.71K;15/03/2021
56,889.7;55,619.5;56,889.7;53,342.6;128.51K;16/03/2021
58,913.5;56,892.9;58,933.2;54,253.2;118.26K;17/03/2021
57,656.0;58,911.8;60,088.0;57,099.6;102.62K;18/03/2021
58,088.0;57,645.0;59,448.3;56,305.1;83.98K;19/03/2021
58,093.4;58,084.1;59,882.1;57,863.0;67.83K;20/03/2021
57,383.8;58,097.4;58,583.8;55,583.3;77.47K;21/03/2021
54,158.3;57,379.3;58,379.9;53,784.2;95.53K;22/03/2021
54,452.5;54,117.5;55,813.8;52,992.3;84.84K;23/03/2021
52,325.4;54,309.1;57,169.4;51,725.4;137.91K;24/03/2021
51,322.3;52,330.0;53,175.4;50,441.3;143.35K;25/03/2021
55,036.1;51,317.4;55,074.1;51,302.0;100.30K;26/03/2021
55,862.9;55,033.8;56,531.1;54,010.2;73.87K;27/03/2021
55,765.2;55,856.9;56,504.2;54,711.3;58.71K;28/03/2021
57,616.2;55,764.7;58,392.6;54,951.1;107.91K;29/03/2021
58,771.3;57,614.6;59,366.9;57,077.1;86.21K;30/03/2021
58,763.7;58,771.4;59,795.6;56,991.6;98.06K;31/03/2021
58,718.3;58,763.2;59,406.5;58,040.7;69.04K;01/04/2021
58,977.3;58,718.2;60,134.9;58,466.5;72.37K;02/04/2021
57,059.9;58,976.8;59,770.5;56,906.7;68.74K;03/04/2021
58,199.9;57,059.7;58,464.8;56,470.6;57.21K;04/04/2021
58,993.4;58,202.3;59,205.1;56,842.7;54.13K;05/04/2021
57,996.3;59,169.0;59,487.0;57,403.3;77.15K;06/04/2021
55,948.7;57,996.3;58,627.7;55,489.3;110.69K;07/04/2021
58,077.4;55,948.0;58,136.7;55,721.6;64.78K;08/04/2021
58,118.7;58,076.8;58,890.9;57,686.0;59.22K;09/04/2021
59,748.4;58,127.4;61,229.0;57,900.0;103.72K;10/04/2021
59,978.7;59,772.4;60,667.1;59,250.3;58.20K;11/04/2021
59,863.8;59,982.1;61,259.9;59,569.2;81.88K;12/04/2021
63,540.9;59,863.6;63,659.0;59,839.4;126.56K;13/04/2021
62,980.4;63,544.2;64,778.0;61,366.3;130.43K;14/04/2021
63,216.0;62,978.6;63,729.1;62,067.5;76.97K;15/04/2021
61,379.7;63,211.6;63,518.5;60,027.3;136.85K;16/04/2021
60,041.9;61,358.3;62,509.1;59,672.1;84.08K;17/04/2021
56,207.1;60,043.2;60,362.1;51,817.6;216.81K;18/04/2021
55,646.1;56,208.1;57,517.0;54,272.3;117.51K;19/04/2021
56,483.2;55,645.1;57,054.9;53,422.5;115.49K;20/04/2021
53,820.2;56,479.5;56,764.4;53,657.6;100.26K;21/04/2021
51,729.5;53,821.3;55,408.4;50,590.9;168.13K;22/04/2021
51,143.6;51,707.1;52,099.9;47,659.4;214.46K;23/04/2021
50,088.9;51,140.8;51,183.0;48,775.2;82.25K;24/04/2021
48,963.6;50,088.2;50,532.4;47,098.5;59.20K;25/04/2021
54,020.5;48,963.5;54,320.9;48,815.9;129.76K;26/04/2021
55,036.5;54,011.1;55,427.8;53,345.0;84.08K;27/04/2021
54,841.4;55,036.0;56,419.9;53,876.4;86.96K;28/04/2021
53,560.8;54,838.6;55,173.7;52,400.0;83.90K;29/04/2021
57,720.3;53,562.3;57,925.6;53,088.7;103.74K;30/04/2021
57,807.1;57,719.1;58,449.4;57,029.5;63.41K;01/05/2021
56,603.8;57,807.2;57,868.4;56,110.5;53.61K;02/05/2021
57,169.8;56,605.8;58,925.1;56,562.4;89.24K;03/05/2021
53,741.5;57,170.6;57,201.3;53,741.5;132.33K;04/05/2021
57,441.3;53,872.5;57,936.4;53,872.5;119.82K;05/05/2021
56,405.4;57,441.0;58,364.9;55,294.5;109.02K;06/05/2021
57,337.2;56,411.4;58,639.3;55,300.1;110.01K;07/05/2021
58,840.1;57,330.3;59,471.1;56,972.2;101.27K;08/05/2021
58,238.3;58,840.6;59,227.0;56,414.4;103.59K;09/05/2021
55,848.9;58,251.2;59,523.9;53,678.3;142.61K;10/05/2021
56,695.7;55,846.1;56,871.1;54,550.4;96.47K;11/05/2021
49,384.2;56,694.5;57,938.5;49,187.0;160.74K;12/05/2021
49,704.6;49,398.2;51,337.3;46,331.1;236.71K;13/05/2021
49,839.8;49,704.9;51,459.2;48,874.0;118.84K;14/05/2021
46,708.8;49,839.1;50,640.9;46,650.2;131.91K;15/05/2021
46,426.4;46,729.3;49,764.3;43,920.8;180.07K;16/05/2021
43,541.3;46,424.2;46,545.4;42,201.5;274.76K;17/05/2021
42,897.3;43,538.5;45,770.9;42,293.9;154.96K;18/05/2021
36,720.5;42,898.3;43,516.6;30,261.7;607.10K;19/05/2021
40,717.2;36,706.8;42,425.9;35,010.4;269.75K;20/05/2021
37,297.4;40,611.2;42,108.3;33,592.3;315.50K;21/05/2021
37,448.3;37,291.0;38,776.0;35,314.9;185.83K;22/05/2021
34,679.7;37,446.8;38,248.7;31,192.4;325.73K;23/05/2021
38,750.6;34,720.3;39,851.7;34,474.6;244.88K;24/05/2021
38,378.3;38,753.6;39,740.8;36,540.7;163.01K;25/05/2021
39,249.2;38,375.7;40,750.0;37,847.0;153.80K;26/05/2021
38,417.3;39,249.0;40,322.2;37,190.8;122.93K;27/05/2021
35,662.5;38,543.2;38,844.1;34,772.4;199.58K;28/05/2021
34,584.6;35,664.5;37,227.1;33,664.2;160.43K;29/05/2021
35,652.8;34,589.3;36,388.6;33,441.0;104.18K;30/05/2021
37,298.6;35,644.0;37,480.7;34,213.2;131.70K;31/05/2021
36,687.6;37,294.3;37,850.3;35,742.7;113.48K;01/06/2021
37,555.8;36,687.7;38,199.9;35,981.1;96.89K;02/06/2021
39,187.3;37,555.7;39,462.3;37,193.6;106.44K;03/06/2021
36,851.3;39,191.4;39,255.4;35,659.9;127.71K;04/06/2021
35,520.0;36,841.2;37,887.6;34,832.0;101.48K;05/06/2021
35,815.4;35,518.7;36,434.0;35,265.3;62.20K;06/06/2021
33,578.0;35,815.4;36,754.6;33,410.1;119.50K;07/06/2021
33,382.9;33,574.6;34,047.8;31,158.1;193.54K;08/06/2021
37,332.2;33,385.5;37,517.6;32,428.6;209.82K;09/06/2021
36,649.4;37,375.2;38,340.8;35,824.0;154.32K;10/06/2021
37,314.6;36,654.3;37,641.1;36,003.3;109.15K;11/06/2021
35,467.5;37,334.4;37,437.3;34,703.3;87.73K;12/06/2021
39,022.9;35,467.5;39,321.6;34,827.0;123.32K;13/06/2021
40,529.4;39,024.1;40,970.4;38,769.9;157.35K;14/06/2021
40,156.1;40,522.5;41,318.0;39,589.9;117.55K;15/06/2021
38,336.0;40,148.1;40,494.4;38,156.4;123.52K;16/06/2021
38,052.0;38,337.8;39,529.9;37,425.3;109.58K;17/06/2021
35,749.4;38,045.5;38,166.0;35,198.5;102.84K;18/06/2021
35,513.4;35,770.0;36,357.3;34,845.5;105.46K;19/06/2021
35,595.8;35,510.9;36,097.9;33,378.0;137.48K;20/06/2021
31,692.0;35,597.9;35,708.4;31,284.1;256.87K;21/06/2021
32,496.4;31,682.7;33,272.5;28,901.8;309.65K;22/06/2021
33,674.3;32,498.3;34,784.3;31,736.5;173.34K;23/06/2021
34,665.8;33,678.1;35,249.9;32,356.7;119.25K;24/06/2021
31,594.0;34,660.5;35,490.9;31,337.9;193.43K;25/06/2021
32,243.4;31,592.1;32,643.0;30,206.9;156.67K;26/06/2021
34,678.5;32,247.1;34,685.5;32,041.7;148.80K;27/06/2021
34,475.9;34,682.2;35,231.2;33,944.9;112.00K;28/06/2021
35,834.7;34,477.3;36,590.3;34,247.6;97.27K;29/06/2021
35,026.9;35,832.6;36,089.5;34,126.6;107.07K;30/06/2021
39,878.3;41,510.0;42,565.0;39,556.5;80.33K;01/07/2021
33,543.6;35,030.7;35,032.7;32,839.2;27.41K;01/07/2021
39,168.4;39,869.8;40,449.0;38,692.5;74.81K;02/07/2021
33,813.4;33,542.2;33,925.9;32,734.6;78.93K;02/07/2021
38,130.3;39,167.4;39,766.6;37,688.2;0.26K;03/07/2021
34,742.8;33,814.2;34,909.8;33,363.3;55.69K;03/07/2021
39,736.9;38,188.4;39,956.5;37,556.0;79.22K;04/07/2021
35,298.2;34,742.8;35,957.6;34,740.1;56.13K;04/07/2021
40,867.2;39,734.4;41,366.3;37,365.4;130.60K;05/07/2021
33,687.8;35,297.0;35,300.5;33,164.1;88.36K;05/07/2021
42,795.4;40,868.4;43,253.4;39,905.4;111.93K;06/07/2021
34,225.6;33,688.5;35,062.0;33,581.7;83.63K;06/07/2021
44,614.2;42,784.7;44,697.3;42,611.0;112.84K;07/07/2021
33,867.8;34,228.7;35,036.6;33,801.3;72.03K;07/07/2021
43,792.8;44,584.9;45,284.1;43,314.4;105.25K;08/07/2021
32,866.3;33,859.4;33,923.2;32,146.9;108.09K;08/07/2021
46,284.3;43,794.9;46,460.7;42,824.1;117.08K;09/07/2021
33,797.4;32,866.3;34,079.2;32,367.0;67.14K;09/07/2021
45,593.8;46,281.8;46,663.4;44,681.2;80.55K;10/07/2021
33,510.6;33,797.7;34,221.0;33,056.8;50.94K;10/07/2021
45,564.3;45,593.2;46,736.5;45,367.9;75.43K;11/07/2021
34,227.7;33,510.8;34,580.6;33,319.8;35.72K;11/07/2021
44,403.4;45,562.3;46,213.8;43,814.7;81.07K;12/07/2021
33,113.0;34,228.3;34,598.0;32,662.8;63.24K;12/07/2021
47,809.1;44,404.0;47,836.0;44,242.4;75.27K;13/07/2021
32,728.1;33,106.1;33,307.7;32,259.5;60.04K;13/07/2021
47,081.5;47,809.6;48,090.9;46,117.2;64.29K;14/07/2021
32,820.7;32,727.8;33,051.9;31,611.2;69.56K;14/07/2021
46,991.3;47,082.6;47,344.1;45,564.1;58.11K;15/07/2021
31,840.5;32,820.5;33,157.0;31,175.8;76.95K;15/07/2021
45,996.3;46,991.6;48,002.4;45,672.1;2.41K;16/07/2021
31,394.0;31,842.3;32,239.8;31,062.2;70.48K;16/07/2021
44,691.6;45,907.5;47,140.6;44,441.3;84.14K;17/07/2021
31,518.6;31,384.4;31,914.8;31,207.8;58.06K;17/07/2021
44,723.8;44,691.1;46,004.9;44,230.0;22.36K;18/07/2021
31,785.4;31,517.9;32,408.2;31,220.6;57.01K;18/07/2021
46,755.9;44,725.9;47,012.3;43,986.7;77.92K;19/07/2021
30,837.2;31,782.9;31,887.0;30,478.2;77.48K;19/07/2021
49,324.0;46,756.7;49,343.3;46,646.8;83.19K;20/07/2021
29,793.8;30,835.4;31,040.8;29,310.2;97.46K;20/07/2021
48,875.8;49,330.0;49,719.1;48,293.5;18.20K;21/07/2021
32,131.4;29,794.7;32,794.6;29,519.3;118.34K;21/07/2021
49,254.5;48,870.4;49,480.3;48,151.0;49.32K;22/07/2021
32,298.9;32,131.7;32,585.4;31,729.4;64.87K;22/07/2021
49,539.7;49,255.4;50,498.8;49,038.6;75.37K;23/07/2021
33,603.3;32,297.9;33,605.6;32,041.1;66.15K;23/07/2021
47,714.7;49,532.5;49,847.4;47,623.6;74.26K;24/07/2021
33,824.8;33,600.5;33,955.0;33,412.9;67.14K;24/07/2021
48,994.5;47,707.4;49,230.2;47,163.3;63.54K;25/07/2021
35,391.1;34,392.5;35,391.1;33,881.3;65.10K;25/07/2021
46,831.6;48,994.4;49,347.8;46,360.4;73.79K;26/07/2021
37,276.6;35,392.3;40,522.9;35,236.7;177.63K;26/07/2021
49,064.3;46,830.2;49,142.0;46,371.5;62.47K;27/07/2021
39,452.0;37,294.3;39,455.9;36,427.4;100.24K;27/07/2021
48,897.1;49,062.8;49,289.4;48,428.5;36.73K;28/07/2021
40,003.2;39,450.4;40,862.2;38,883.8;148.92K;28/07/2021
48,777.4;48,899.7;49,621.7;47,870.1;47.62K;29/07/2021
40,001.4;40,009.0;40,630.7;39,340.8;75.30K;29/07/2021
46,992.7;48,777.1;48,886.0;46,876.9;61.68K;30/07/2021
42,203.4;40,001.1;42,264.4;38,358.4;98.45K;30/07/2021
47,130.4;46,989.1;48,217.0;46,709.3;71.48K;31/07/2021
41,553.7;42,201.4;42,285.3;41,066.4;44.65K;31/07/2021
48,819.4;47,129.2;49,121.0;46,533.1;74.38K;01/09/2021
49,274.3;48,817.8;50,355.3;48,612.9;80.21K;02/09/2021
49,999.0;49,269.5;51,008.8;48,377.3;88.08K;03/09/2021
49,918.4;49,999.3;50,534.6;49,461.4;48.14K;04/09/2021
51,768.6;49,918.7;51,878.2;49,492.4;57.30K;05/09/2021
52,672.1;51,769.4;52,726.2;51,002.8;69.46K;06/09/2021
46,779.6;52,674.2;52,885.3;43,072.4;187.56K;07/09/2021
46,061.4;46,774.1;47,316.9;44,493.7;100.48K;08/09/2021
46,385.6;46,057.6;47,305.7;45,609.0;73.63K;09/09/2021
44,842.8;46,385.9;47,021.6;44,283.6;75.62K;10/09/2021
45,161.9;44,844.9;45,975.6;44,766.6;41.58K;11/09/2021
46,062.3;45,162.6;46,386.4;44,755.2;44.52K;12/09/2021
44,949.5;46,060.8;46,807.7;43,463.2;96.15K;13/09/2021
47,077.5;44,950.2;47,247.6;44,718.7;65.33K;14/09/2021
48,130.6;47,070.8;48,436.5;46,743.9;63.40K;15/09/2021
47,748.0;48,132.3;48,480.6;47,040.3;60.91K;16/09/2021
47,282.8;47,748.2;48,155.9;46,788.8;50.16K;17/09/2021
48,306.7;47,283.9;48,761.0;47,070.5;43.64K;18/09/2021
47,238.7;48,299.9;48,341.9;46,866.6;41.98K;19/09/2021
42,870.6;47,240.8;47,323.9;42,547.1;77.96K;20/09/2021
40,651.3;43,012.3;43,619.3;39,646.8;142.55K;21/09/2021
43,551.6;40,660.8;43,976.7;40,585.7;93.98K;22/09/2021
44,869.2;43,550.7;44,949.8;43,090.1;74.54K;23/09/2021
42,819.9;44,867.4;45,112.0;40,908.5;128.88K;24/09/2021
42,686.8;42,818.7;42,959.3;41,714.5;46.35K;25/09/2021
43,203.4;42,685.8;43,907.3;40,786.6;69.91K;26/09/2021
42,172.6;43,200.9;44,293.2;42,143.9;54.12K;27/09/2021
41,022.3;42,169.9;42,758.8;40,906.4;60.01K;28/09/2021
41,536.8;41,023.1;42,571.2;40,815.0;48.21K;29/09/2021
43,823.3;41,534.5;44,101.2;41,416.7;64.32K;30/09/2021
48,146.0;43,824.4;48,435.2;43,292.9;94.66K;01/10/2021
47,666.9;48,147.2;48,306.9;47,451.7;39.82K;02/10/2021
48,200.1;47,665.4;49,165.2;47,123.0;42.41K;03/10/2021
49,227.3;48,200.4;49,481.7;46,958.6;66.92K;04/10/2021
51,469.3;49,229.5;51,872.4;49,060.1;76.63K;05/10/2021
55,323.2;51,470.0;55,676.1;50,439.5;116.26K;06/10/2021
53,783.9;55,325.2;55,325.6;53,476.4;75.68K;07/10/2021
53,914.7;53,785.5;55,977.9;53,659.3;64.05K;08/10/2021
54,942.5;53,924.1;55,430.8;53,711.7;64.65K;09/10/2021
54,687.7;54,942.5;56,432.2;54,100.8;104.43K;10/10/2021
57,477.3;54,686.9;57,814.1;54,457.8;73.84K;11/10/2021
56,015.9;57,480.6;57,635.7;54,155.4;74.85K;12/10/2021
57,380.1;56,014.5;57,697.4;54,314.4;73.62K;13/10/2021
57,345.8;57,370.4;58,506.5;56,866.8;59.84K;14/10/2021
61,672.5;57,348.2;62,892.8;56,874.8;121.48K;15/10/2021
60,861.1;61,669.2;62,329.2;60,161.9;49.93K;16/10/2021
61,527.5;60,865.5;61,651.4;59,143.4;53.39K;17/10/2021
62,056.3;61,525.8;62,623.6;60,026.9;80.15K;18/10/2021
64,278.5;62,030.2;64,454.0;61,451.0;80.16K;19/10/2021
65,979.1;64,276.9;66,967.1;63,543.7;79.87K;20/10/2021
62,210.2;66,004.6;66,616.9;62,092.1;105.38K;21/10/2021
60,690.3;62,200.8;63,699.7;60,055.7;75.69K;22/10/2021
61,312.5;60,693.2;61,728.7;59,738.3;37.05K;23/10/2021
60,866.5;61,308.2;61,469.9;59,523.7;42.67K;24/10/2021
63,067.0;60,864.3;63,694.8;60,655.8;51.06K;25/10/2021
60,310.8;63,067.5;63,275.1;59,907.3;57.13K;26/10/2021
58,438.1;60,312.5;61,452.9;58,112.6;88.11K;27/10/2021
60,582.5;58,437.2;62,251.3;58,128.1;88.47K;28/10/2021
62,242.8;60,579.9;62,952.2;60,322.2;63.39K;29/10/2021
61,840.1;62,245.0;62,338.5;60,786.0;40.51K;30/10/2021
61,309.6;61,842.2;62,393.7;60,005.7;50.06K;31/10/2021
60,915.3;61,310.1;62,430.1;59,612.7;61.21K;01/11/2021
63,221.7;60,912.2;64,256.4;60,651.5;65.26K;02/11/2021
62,918.5;63,223.5;63,508.6;60,883.0;61.05K;03/11/2021
61,412.6;62,915.4;63,077.6;60,742.9;49.91K;04/11/2021
60,974.3;61,411.5;62,560.3;60,742.4;44.46K;05/11/2021
61,483.9;60,973.2;61,543.2;60,093.6;34.89K;06/11/2021
63,273.2;61,483.8;63,273.2;61,347.2;34.34K;07/11/2021
67,527.9;63,276.4;67,763.3;63,276.4;81.08K;08/11/2021
66,904.4;67,528.7;68,493.3;66,334.9;66.13K;09/11/2021
64,932.6;66,942.6;68,990.6;62,951.3;96.21K;10/11/2021
64,806.7;64,922.8;65,583.3;64,121.9;50.37K;11/11/2021
64,134.5;64,782.6;65,449.7;62,309.7;63.27K;12/11/2021
64,398.6;64,133.3;64,906.0;63,381.4;30.34K;13/11/2021
65,508.2;64,397.2;65,508.2;63,608.3;33.98K;14/11/2021
63,597.9;65,514.9;66,311.2;63,439.5;53.53K;15/11/2021
60,089.1;63,605.1;63,605.6;58,655.9;115.36K;16/11/2021
60,367.8;60,074.2;60,814.5;58,531.9;73.93K;17/11/2021
56,955.3;60,368.2;60,936.9;56,524.4;100.37K;18/11/2021
58,083.4;56,908.3;58,335.9;55,626.3;74.44K;19/11/2021
59,717.6;58,080.8;59,854.6;57,435.3;44.53K;20/11/2021
58,714.3;59,724.0;60,002.6;58,528.3;40.98K;21/11/2021
56,308.8;58,719.7;59,288.3;55,656.8;76.45K;22/11/2021
57,573.2;56,304.8;57,855.1;55,542.5;72.48K;23/11/2021
57,171.7;57,559.4;57,697.4;55,910.6;56.68K;24/11/2021
58,935.1;57,167.1;59,387.3;57,029.8;56.79K;25/11/2021
53,730.9;58,937.3;59,151.1;53,533.5;104.03K;26/11/2021
54,765.9;53,747.2;55,280.3;53,654.3;40.71K;27/11/2021
57,291.5;54,758.0;57,392.3;53,448.3;49.28K;28/11/2021
57,794.8;57,288.1;58,855.2;56,726.7;58.65K;29/11/2021
56,882.9;57,795.2;59,174.4;55,936.9;73.66K;30/11/2021
57,210.3;56,891.7;59,064.3;56,496.5;66.75K;01/12/2021
56,496.0;57,207.8;57,377.5;55,807.9;54.94K;02/12/2021
53,631.5;56,495.2;57,543.6;52,008.9;89.20K;03/12/2021
49,195.2;53,620.7;53,847.2;42,587.8;168.00K;04/12/2021
49,405.5;49,196.4;49,689.3;47,797.8;72.03K;05/12/2021
50,562.1;49,412.1;50,913.3;47,237.9;89.68K;06/12/2021
50,595.2;50,547.4;51,918.6;50,070.9;56.29K;07/12/2021
50,473.9;50,596.6;51,204.7;48,700.7;55.59K;08/12/2021
47,596.6;50,477.6;50,790.2;47,341.9;58.69K;09/12/2021
47,137.2;47,591.7;49,974.8;47,007.1;68.06K;10/12/2021
49,314.5;47,138.4;49,487.0;46,834.0;45.23K;11/12/2021
50,081.0;49,332.5;50,779.2;48,670.5;40.30K;12/12/2021
46,703.6;50,075.9;50,196.1;45,848.2;80.37K;13/12/2021
48,366.5;46,709.8;48,635.0;46,338.3;62.54K;14/12/2021
48,871.5;48,366.2;49,477.9;46,572.6;80.28K;15/12/2021
47,628.2;48,876.6;49,387.8;47,543.9;48.20K;16/12/2021
46,172.2;47,630.4;47,997.2;45,523.8;67.50K;17/12/2021
46,856.2;46,171.8;47,330.2;45,513.4;36.93K;18/12/2021
46,704.5;46,855.7;48,270.2;46,438.4;44.05K;19/12/2021
46,895.2;46,703.4;47,488.9;45,577.3;57.53K;20/12/2021
48,902.0;46,900.1;49,306.1;46,654.0;57.88K;21/12/2021
48,599.7;48,898.7;49,540.3;48,449.7;40.89K;22/12/2021
50,801.0;48,599.6;51,355.6;48,053.4;56.24K;23/12/2021
50,786.1;50,807.4;51,795.3;50,428.4;45.97K;24/12/2021
